NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,0,NA,0,NA,NA,NA,300,0,NA,NA,1728,NA,1330,90,0,0,0,0,2736,580,0,30,NA,NA,40,2720,640,NA,40,NA,NA,NA,NA,NA,NA,280,540,240,0,230,40,0,NA,920,10,0,410,NA,0,80,40,NA,NA,NA,0,0,0,440,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,30,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,50,330,NA,NA,NA,NA,NA,NA,0,40,70,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,120,0,120,100,10,20,NA,NA,2496,80,60,700,40,0,300,3672,NA,19260,0,300,0,8400,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,750,20,10,0,0,NA,20,1430,NA,NA,NA,960,20,80,1660,0,220,0,0,0,0,10,560,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,600,150,NA,80,450,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,130,0,0,0,0,0,NA,4120,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,30,510,0,NA,NA,NA,80,30,NA,NA,NA,0,NA,NA,0,0,0,10,830,NA,0,0,NA,NA,NA,520,240,NA,20,NA,NA,NA,NA,NA,NA,300,280,280,0,NA,50,0,NA,160,40,NA,440,NA,0,70,0,NA,NA,NA,0,0,0,280,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,NA,0,0,1160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1744,70,80,NA,NA,NA,NA,NA,NA,0,50,40,250,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,10260,1350,0,200,30,0,0,NA,NA,9540,10,320,0,NA,0,800,7200,8880,14976,0,90,20,2760,50,3870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,10,0,0,0,NA,2030,NA,NA,NA,1280,25,940,NA,0,NA,0,240,10,NA,20,280,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,0,0,0,90,0,NA,NA,0,70,0,2060,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,150,0,NA,NA,NA,NA,NA,NA,NA,930,0,NA,0,0,0,NA,10,1100,770,NA,0,NA,NA,120,1240,80,NA,20,NA,NA,NA,NA,NA,NA,210,NA,70,0,NA,50,0,NA,0,30,10,NA,20,0,80,10,NA,NA,NA,0,0,0,1240,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,20,30,NA,NA,NA,NA,NA,NA,0,0,70,420,1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5424,2952,0,160,0,0,NA,150,0,11700,50,390,NA,NA,0,1452,2760,3150,2440,0,1010,50,1020,330,6300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,20,560,38,20,0,0,NA,0,340,NA,NA,NA,120,0,200,NA,0,40,0,0,0,0,0,620,40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,360,0,0,20,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,100,0,NA,NA,NA,300,20,NA,NA,150,0,2900,NA,0,NA,0,NA,420,370,0,0,NA,NA,NA,480,440,NA,20,NA,NA,NA,NA,NA,NA,150,NA,NA,0,30,20,NA,NA,0,NA,0,NA,0,0,NA,10,NA,NA,NA,0,0,0,760,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,80,0,20,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,130,10,NA,NA,NA,NA,NA,NA,0,0,250,150,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,810,1936,0,290,20,0,0,130,0,9270,NA,2600,40,50,0,2560,NA,4880,4120,0,NA,40,NA,280,4896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,30,0,0,NA,NA,110,NA,NA,NA,40,0,1080,NA,0,NA,0,190,0,NA,10,330,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,300,50,60,90,60,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,0,10,540,0,0,0,0,30,0,1594,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,110,NA,NA,NA,NA,340,0,NA,NA,130,0,2070,0,0,0,140,0,NA,700,0,0,NA,NA,0,680,320,NA,10,NA,NA,NA,NA,NA,NA,NA,160,20,0,60,NA,NA,NA,0,NA,100,60,0,0,30,0,NA,NA,NA,NA,0,0,1240,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0,0,10,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,80,0,NA,NA,NA,NA,NA,NA,NA,NA,120,50,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,470,NA,10,360,0,0,20,340,0,4770,NA,4610,110,110,0,3996,NA,410,3210,0,NA,NA,NA,670,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,20,10,0,480,NA,NA,20,NA,NA,NA,0,0,320,NA,20,NA,0,140,0,NA,0,720,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,0,1130,NA,0,0,NA,0,0,370,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,510,NA,NA,NA,NA,500,29,NA,NA,150,0,2856,NA,NA,0,20,10,80,490,0,NA,NA,NA,NA,560,1000,NA,0,NA,NA,NA,NA,NA,NA,230,40,60,0,120,NA,0,NA,NA,60,130,0,0,0,NA,0,NA,NA,NA,NA,0,0,480,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,0,0,20,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,0,NA,NA,NA,NA,NA,NA,0,0,400,190,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,50,670,20,0,40,NA,0,4160,30,9520,120,130,0,150,2420,330,200,0,990,1050,20,NA,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,10,0,40,0,10,170,NA,NA,NA,NA,0,1440,NA,0,60,20,2250,0,0,0,750,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,60,30,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,0,0,0,0,NA,0,1676,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,320,0,NA,NA,NA,NA,0,NA,NA,450,0,140,NA,0,0,250,10,324,NA,0,550,NA,NA,NA,240,960,NA,50,NA,NA,NA,NA,NA,NA,550,30,70,NA,70,80,0,NA,NA,460,NA,20,10,20,NA,0,NA,NA,NA,NA,0,0,720,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0,0,80,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,NA,NA,NA,NA,NA,NA,0,0,210,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,10,370,0,0,70,1060,40,8800,190,NA,70,30,0,20,261,NA,170,0,1800,640,80,80,2560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10,0,120,NA,NA,NA,NA,NA,NA,NA,0,120,NA,0,NA,20,1850,30,NA,20,320,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,40,1320,0,0,10,0,0,0,2170,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,NA,0,NA,NA,NA,1430,0,NA,NA,430,NA,670,0,0,NA,70,0,30,70,0,1360,NA,NA,0,1760,560,NA,20,NA,NA,NA,NA,NA,NA,460,210,70,NA,20,620,0,NA,NA,150,930,0,NA,0,450,0,NA,NA,NA,NA,0,0,120,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,NA,NA,40,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,0,0,1320,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,80,3180,40,0,20,2400,NA,4740,110,2620,850,290,0,20,420,NA,0,0,850,3030,60,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,10,0,40,NA,0,10,NA,NA,NA,NA,0,60,NA,0,0,40,3650,0,720,0,210,NA,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,0,0,40,0,0,NA,2528,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,190,0,NA,NA,NA,NA,0,NA,NA,NA,0,150,NA,0,0,1160,0,NA,NA,0,1310,NA,NA,NA,640,1640,NA,30,NA,NA,NA,NA,NA,NA,1300,130,0,0,NA,270,0,NA,NA,230,NA,0,NA,80,720,0,NA,NA,NA,NA,0,0,440,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,0,0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,110,60,2790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,30,170,900,0,0,1010,NA,NA,3888,50,70,40,NA,30,0,120,0,0,0,410,42000,420,30,1160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,20,0,0,30,NA,NA,NA,NA,0,20,NA,0,NA,80,960,0,NA,0,690,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1150,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,0,NA,NA,0,0,20,620,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,230,0,NA,NA,NA,NA,NA,NA,NA,1280,0,NA,NA,0,0,NA,NA,10,60,NA,1460,NA,NA,0,2080,240,NA,0,NA,NA,NA,NA,NA,NA,510,NA,70,0,NA,420,0,NA,NA,70,1616,0,0,80,710,0,NA,NA,NA,NA,0,10,80,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,20,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,NA,NA,NA,NA,NA,NA,0,0,540,780,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,120,100,1380,50,0,NA,2600,50,2100,1100,130,NA,NA,20,0,1030,100,0,0,50,3360,360,200,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,90,NA,NA,NA,NA,0,80,NA,0,40,190,4650,0,7750,0,1290,60,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,430,0,0,NA,0,0,NA,1322,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,180,0,NA,NA,NA,NA,0,NA,NA,NA,0,40,NA,0,NA,240,NA,88,NA,0,2616,NA,NA,NA,680,640,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,380,NA,NA,NA,NA,1872,10,0,760,1320,60,NA,NA,NA,NA,NA,0,80,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,0,10,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,110,60,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,210,560,470,30,0,2160,5568,330,3210,NA,420,150,130,12,0,NA,60,0,0,50,1944,NA,210,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,20,NA,NA,NA,NA,0,80,NA,30,NA,160,20,0,NA,10,350,NA,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,450,40,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,400,0,0,0,0,0,0,NA,40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,310,NA,NA,NA,NA,4080,0,NA,NA,2616,0,140,NA,0,0,460,60,NA,90,0,670,NA,NA,40,640,160,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,60,0,110,NA,NA,NA,NA,NA,1464,20,0,150,410,0,NA,NA,NA,NA,NA,210,240,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,110,0,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,40,220,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,230,2880,30,0,50,1890,290,2784,NA,220,360,280,15,0,NA,260,0,0,NA,NA,NA,NA,2856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,40,20,NA,0,10,NA,NA,NA,NA,0,0,NA,10,NA,160,120,0,NA,0,960,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,320,NA,0,0,NA,NA,0,710,20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,190,NA,NA,NA,NA,NA,70,NA,NA,970,0,50,NA,NA,0,270,NA,40,NA,0,NA,NA,NA,NA,600,280,NA,20,NA,NA,NA,NA,NA,NA,880,NA,10,0,110,NA,0,NA,NA,40,150,130,0,3672,NA,0,NA,NA,NA,NA,NA,30,520,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,0,70,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0,NA,NA,NA,NA,NA,NA,0,NA,0,140,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,120,380,40,0,220,710,240,720,3000,130,370,250,910,0,210,20,0,0,0,210,19750,NA,5856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,20,0,0,0,10,NA,NA,NA,NA,0,20,NA,10,630,240,20,0,480,30,330,175,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,0,0,0,NA,50,330,390
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,NA,0,NA,NA,NA,NA,40,NA,NA,1160,0,0,NA,NA,NA,60,NA,10,70,NA,190,NA,NA,NA,240,40,NA,10,NA,NA,NA,NA,NA,NA,800,NA,110,0,80,320,0,NA,NA,0,250,210,0,470,NA,0,NA,NA,NA,NA,NA,2101,240,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,0,350,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,30,NA,NA,NA,NA,NA,NA,0,0,80,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,900,40,2496,200,0,0,360,70,300,1290,NA,60,290,1800,0,440,NA,NA,0,20,130,4160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,20,NA,NA,NA,NA,NA,80,NA,40,NA,440,160,0,NA,30,220,150,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,30,280,0,10,NA,0,0,0,330,190
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,690,60,NA,NA,380,NA,20,NA,0,NA,80,120,160,NA,0,70,NA,NA,0,320,80,NA,30,NA,NA,NA,NA,NA,NA,730,NA,60,NA,20,50,0,NA,NA,30,20,180,NA,27600,540,0,NA,NA,NA,NA,NA,340,1680,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,150,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,40,NA,NA,NA,NA,NA,NA,0,NA,0,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4140,0,170,90,0,0,540,NA,200,90,310,240,490,16976,0,126,NA,0,0,10,80,31680,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,10,NA,NA,NA,NA,NA,80,NA,10,480,520,0,0,40,50,80,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,40,900,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,0,30,0,0,0,NA,500,NA
